research_usage,result,_id.$oid,timestamp.$date,stored.$date,actor,binome,actor.objectType,verb,object,object.objectType,object.extension,session.id,commandRan,result.success,stdin,stdout,stderr,P_codeState,filename,filename_infere,F_codeState,Debug_TimeStampEnd,Debug_TimeStampActions,tests,function,time_delta,session.duration,seance,TP,Type_TP,research_usage_clean,binome_is_debutant,actor_is_debutant
True,0.0,66fd48efbd5a98b8f9dad9b5,2024-10-02 15:21:51.398000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,File.Save,https://www.cristal.univ-lille.fr/objects/File,Activity,0.0,139955073738272,,True,,,,,/home/l1/offrirait.rendors/TDM/TP-05/imprimerie.py,imprimerie.py,"def saisie():
    """""" Saisie le nb de flyers 

    Précondition :
    Exemple(s) :
    $$$
    """"""
    x = input('Combien de flyers voulez-vous commander ? ')
    return int(x)
    
def affichage(nb:int):
    """""" Affiche le prix pour un certain nb de flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    res = nombre_exemplaire(nb)
    prix = montant_facture(nb)
    print('Il vous sera livré '+ str(res) +' flyers pour un montant de '+ str(prix)+'E')



def nombre_exemplaires(nb:int)->int:
    """""" à_remplacer_par_ce_que_fait_la_fonction

    Précondition :
    Exemple(s) :
    $$$ nombre_exemplaires(400)
    500
    $$$ nombre_exemplaires(500)
    500
    $$$ nombre_exemplaires(2540)
    3000
    $$$ nombre_exemplaires(5000)
    5000
    """"""
    if nb <=100:
        return 100
    elif nb <= 500:
        return 500
    elif nb <= 1000:
        return 1000
    else:
        return (nb+999//1000)*1000
    
def montant_facture(nb:int)->int:
    """""" renvoie le prix à payer pour ces flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    

if __name__ == '__main__':
    #
    saisie()
    ",,,,,0 days 00:00:11.343000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4911bd5a98b8f9dad9e2,2024-10-02 15:22:25.718000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,File.Save,https://www.cristal.univ-lille.fr/objects/File,Activity,0.0,139955073738272,,True,,,,,/home/l1/offrirait.rendors/TDM/TP-05/imprimerie.py,imprimerie.py,"def saisie():
    """""" Saisie le nb de flyers 

    Précondition :
    Exemple(s) :
    $$$
    """"""
    x = input('Combien de flyers voulez-vous commander ? ')
    return int(x)
    
def affichage(nb:int):
    """""" Affiche le prix pour un certain nb de flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    res = nombre_exemplaire(nb)
    prix = montant_facture(nb)
    print('Il vous sera livré '+ str(res) +' flyers pour un montant de '+ str(prix)+'E')



def nombre_exemplaires(nb:int)->int:
    """""" à_remplacer_par_ce_que_fait_la_fonction

    Précondition :
    Exemple(s) :
    $$$ nombre_exemplaires(400)
    500
    $$$ nombre_exemplaires(500)
    500
    $$$ nombre_exemplaires(2540)
    3000
    $$$ nombre_exemplaires(5000)
    5000
    """"""
    if nb <=100:
        return 100
    elif nb <= 500:
        return 500
    elif nb <= 1000:
        return 1000
    else:
        return (nb+999//100)*1000
    
def montant_facture(nb:int)->int:
    """""" renvoie le prix à payer pour ces flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    

if __name__ == '__main__':
    #
    saisie()
    ",,,,,0 days 00:00:34.008000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4954bd5a98b8f9dada34,2024-10-02 15:23:18.613000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"2004+999//1000
",True,,"2004
",,,,imprimerie.py,,,,,,0 days 00:00:52.583000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4972bd5a98b8f9dada56,2024-10-02 15:23:32.679000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"(2004+999//1000)*1000
",True,,"2004000
",,,,imprimerie.py,,,,,,0 days 00:00:14.066000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd497dbd5a98b8f9dada64,2024-10-02 15:24:02.349000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"help(math.ceil)
",False,,,"Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
NameError: name 'math' is not defined
",,,imprimerie.py,,,,,,0 days 00:00:29.670000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4980bd5a98b8f9dada67,2024-10-02 15:24:13.781000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"from math import*
",True,,,,,,imprimerie.py,,,,,,0 days 00:00:11.432000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd49a1bd5a98b8f9dadaba,2024-10-02 15:24:16.373000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"help(math.ceil)
",False,,,"Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
NameError: name 'math' is not defined
",,,imprimerie.py,,,,,,0 days 00:00:02.592000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd49dabd5a98b8f9dadb0b,2024-10-02 15:24:49.990000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"help(ceil)
",True,,"Help on built-in function ceil in module math:

ceil(x, /)
    Return the ceiling of x as an Integral.
    
    This is the smallest integer >= x.

",,,,imprimerie.py,,,,,,0 days 00:00:33.617000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd49f6bd5a98b8f9dadb1e,2024-10-02 15:25:46.474000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Docstring.Generate,https://www.cristal.univ-lille.fr/objects/DocString,Activity,0.0,139955073738272,,True,,,,,,imprimerie.py,,,,,main,0 days 00:00:56.484000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4bc5bd5a98b8f9dadd22,2024-10-02 15:26:14.500000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"help(round)
",True,,"Help on built-in function round in module builtins:

round(number, ndigits=None)
    Round a number to a given precision in decimal digits.
    
    The return value is an integer if ndigits is omitted or None.  Otherwise
    the return value has the same type as the number.  ndigits may be negative.

",,,,imprimerie.py,,,,,,0 days 00:00:28.026000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4bc5bd5a98b8f9dadd23,2024-10-02 15:33:57.694000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,File.Save,https://www.cristal.univ-lille.fr/objects/File,Activity,0.0,139955073738272,,True,,,,,/home/l1/offrirait.rendors/TDM/TP-05/imprimerie.py,imprimerie.py,"def saisie_commande():
    """""" Saisie le nb de flyers 

    Précondition :
    Exemple(s) :
    $$$
    """"""
    x = input('Combien de flyers voulez-vous commander ? ')
    return int(x)
    
def affichage_montant(nb:int):
    """""" Affiche le prix pour un certain nb de flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    res = nombre_exemplaire(nb)
    prix = montant_facture(nb)
    print('Il vous sera livré '+ str(res) +' flyers pour un montant de '+ str(prix)+'E')



def nombre_exemplaires(nb:int)->int:
    """""" renvoie le nombre d’exemplaires qui seront réellement commandés

    Précondition :
    Exemple(s) :
    $$$ nombre_exemplaires(400)
    500
    $$$ nombre_exemplaires(500)
    500
    $$$ nombre_exemplaires(2540)
    3000
    $$$ nombre_exemplaires(5000)
    5000
    """"""
    if nb <=100:
        return 100
    elif nb <= 500:
        return 500
    elif nb <= 1000:
        return 1000
    else:
        return round(nb,1000)
    
def montant_facture(nb:int)->int:
    """""" renvoie le prix à payer pour ces flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    if nb <=100:
        return nombre_exemplaire(nb)*0.03
    elif nb<=500:
        return nombre_exemplaire(nb)*0.09
    elif nb<=1000:
        return nombre_exemplaire(nb)*0.05
    else:
        return nombre_exemplaire(nb)*0.03

def main():
    """""" à_remplacer_par_ce_que_fait_la_fonction

    Précondition :
    Exemple(s) :
    $$$
    """"""
    saisie()
    

if __name__ == '__main__':
    #
    main()
    ",,,,,0 days 00:07:43.194000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4be0bd5a98b8f9dadd40,2024-10-02 15:34:15.319000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"round(8964,1000)
",True,,"8964
",,,,imprimerie.py,,,,,,0 days 00:00:17.303000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4be0bd5a98b8f9dadd41,2024-10-02 15:34:24.614000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"help(round)
",True,,"Help on built-in function round in module builtins:

round(number, ndigits=None)
    Round a number to a given precision in decimal digits.
    
    The return value is an integer if ndigits is omitted or None.  Otherwise
    the return value has the same type as the number.  ndigits may be negative.

",,,,imprimerie.py,,,,,,0 days 00:00:09.295000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4d2cbd5a98b8f9dadeb8,2024-10-02 15:34:24.814000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Command,https://www.cristal.univ-lille.fr/objects/Command,Activity,0.0,139955073738272,"
",True,,,,,,imprimerie.py,,,,,,0 days 00:00:00.200000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4d2cbd5a98b8f9dadeb9,2024-10-02 15:39:56.489000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,File.Save,https://www.cristal.univ-lille.fr/objects/File,Activity,0.0,139955073738272,,True,,,,,/home/l1/offrirait.rendors/TDM/TP-05/imprimerie.py,imprimerie.py,"def saisie_commande():
    """""" Saisie le nb de flyers 

    Précondition :
    Exemple(s) :
    $$$
    """"""
    x = input('Combien de flyers voulez-vous commander ? ')
    return int(x)
    
def affichage_montant(nb_flyers:int,prix:int):
    """""" Affiche le prix pour un certain nb de flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    print('Il vous sera livré '+ str(nb_flyers) +' flyers pour un montant de '+ str(prix)+'E')


def nombre_exemplaires(nb:int)->int:
    """""" renvoie le nombre d’exemplaires qui seront réellement commandés

    Précondition :
    Exemple(s) :
    $$$ nombre_exemplaires(400)
    500
    $$$ nombre_exemplaires(500)
    500
    $$$ nombre_exemplaires(2540)
    3000
    $$$ nombre_exemplaires(5000)
    5000
    """"""
    if nb <=100:
        return 100
    elif nb <= 500:
        return 500
    elif nb <= 1000:
        return 1000
    else:
        return 5458
    
def montant_facture(nb:int)->int:
    """""" renvoie le prix à payer pour ces flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    if nb <=100:
        return nombre_exemplaire(nb)*0.03
    elif nb<=500:
        return nombre_exemplaire(nb)*0.09
    elif nb<=1000:
        return nombre_exemplaire(nb)*0.05
    else:
        return nombre_exemplaire(nb)*0.03

def main():
    """""" à_remplacer_par_ce_que_fait_la_fonction

    Précondition :
    Exemple(s) :
    $$$
    """"""
    s =saisie_commande()
    res = nombre_exemplaire(s)
    prix = montant_facture(res)
    affichage_montant(res,prix)
    

if __name__ == '__main__':
    #
    main()
    ",,,,,0 days 00:05:31.675000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
True,0.0,66fd4d3ebd5a98b8f9daded7,2024-10-02 15:39:56.551000+00:00,2024-08-29T07:34:11.687Z,offrirait.rendors,,Agent,Run.Program,https://www.cristal.univ-lille.fr/objects/Program,Activity,0.0,139955073738272,"%Run imprimerie.py
",False,"400
",Combien de flyers voulez-vous commander ? ,"Traceback (most recent call last):
  File ""/home/l1/offrirait.rendors/TDM/TP-05/imprimerie.py"", line 75, in <module>
    main()
  File ""/home/l1/offrirait.rendors/TDM/TP-05/imprimerie.py"", line 68, in main
    res = nombre_exemplaire(s)
NameError: name 'nombre_exemplaire' is not defined
","def saisie_commande():
    """""" Saisie le nb de flyers 

    Précondition :
    Exemple(s) :
    $$$
    """"""
    x = input('Combien de flyers voulez-vous commander ? ')
    return int(x)
    
def affichage_montant(nb_flyers:int,prix:int):
    """""" Affiche le prix pour un certain nb de flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    print('Il vous sera livré '+ str(nb_flyers) +' flyers pour un montant de '+ str(prix)+'E')


def nombre_exemplaires(nb:int)->int:
    """""" renvoie le nombre d’exemplaires qui seront réellement commandés

    Précondition :
    Exemple(s) :
    $$$ nombre_exemplaires(400)
    500
    $$$ nombre_exemplaires(500)
    500
    $$$ nombre_exemplaires(2540)
    3000
    $$$ nombre_exemplaires(5000)
    5000
    """"""
    if nb <=100:
        return 100
    elif nb <= 500:
        return 500
    elif nb <= 1000:
        return 1000
    else:
        return 5458
    
def montant_facture(nb:int)->int:
    """""" renvoie le prix à payer pour ces flyers

    Précondition :
    Exemple(s) :
    $$$
    """"""
    if nb <=100:
        return nombre_exemplaire(nb)*0.03
    elif nb<=500:
        return nombre_exemplaire(nb)*0.09
    elif nb<=1000:
        return nombre_exemplaire(nb)*0.05
    else:
        return nombre_exemplaire(nb)*0.03

def main():
    """""" à_remplacer_par_ce_que_fait_la_fonction

    Précondition :
    Exemple(s) :
    $$$
    """"""
    s =saisie_commande()
    res = nombre_exemplaire(s)
    prix = montant_facture(res)
    affichage_montant(res,prix)
    

if __name__ == '__main__':
    #
    main()
    ",,imprimerie.py,,,,,,0 days 00:00:00.062000,0 days 00:00:00,semaine_5,Tp5,TP_prog,True,,False
