answerUuid,studentId,exerciceId,exerciceType,exerciceTitle,answeredAt,answerContent,answerScore,answerIsRight,assessmentUuid,assessmentScore,assessmentIsManual,assessmentStatus,recordedFeedback
19ee2836-88bd-44db-a77a-c9a3129ed123,10231,4764,OneFileExercice,moyenne de trois nombre,1780052757,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    result = average(a, b, c);
    return result;
    
}

void test_moyenne_trois_nombres(){
    result = moyenne_trois_nombre(1, 2, 3);
    cout << result << endl;
  
    
}",0,0,44029437-a546-47c7-b705-5ed5bda97fc2,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:9:14: error: \u2018average\u2019 was not declared in this scope\n    9 |     result = average(a, b, c);\n      |              ^~~~~~~\nmain.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:15:5: error: \u2018result\u2019 was not declared in this scope\n   15 |     result = moyenne_trois_nombre(1, 2, 3);\n      |     ^~~~~~\nmain.cpp:16:5: error: \u2018cout\u2019 was not declared in this scope\n   16 |     cout << result << endl;\n      |     ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:16:23: error: \u2018endl\u2019 was not declared in this scope\n   16 |     cout << result << endl;\n      |                       ^~~~\nmain.cpp:2:1: note: \u2018std::endl\u2019 is defined in header \u2018<ostream>\u2019; did you forget to \u2018#include <ostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <ostream>\n    2 | \n""}"
7e6aeb44-17d7-40cd-86ca-13b73bd3ffb4,10124,14315,OneFileExercice,Un premier programme bis,1780052769,"using namespace std;
#include <iostream>

int main(void){
    int v1= 2
  float v2=3.5
  bool v3 =true 
  string v4 = test
 

}",0,0,aad1cfcd-37f1-41df-86d5-e8400b3bafdf,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected \u2018,\u2019 or \u2018;\u2019 before \u2018float\u2019\n    8 |   float v2=3.5\n      |   ^~~~~\n""}"
95dd0354-26dd-4551-baf0-0f4eca5dce64,10124,14315,OneFileExercice,Un premier programme bis,1780052788,"using namespace std;
#include <iostream>

int main(void){
    int v1= 2 ,
  float v2=3.5 ,
  bool v3 =true ,
  string v4 = test 
 

}",0,0,df6f28bf-9987-418d-acc9-43d3cd7be64c,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected unqualified-id before \u2018float\u2019\n    8 |   float v2=3.5 ,\n      |   ^~~~~\n""}"
9156c214-dce1-43e5-b21b-289562c0b7af,10657,14315,OneFileExercice,Un premier programme bis,1780052788,"using namespace std;
#include <iostream>

int main(void){
  int v1 = 2;
  float v2 =3.2; bool v3 = true;
  string v4 = ""test"";
  cout<<v1, v2, v3, v4;


}",0,0,d3cb0e8b-92a4-4f5e-87e0-9fceaeb29640,0,0,0,"{""tests"":[],""status"":0,""stdout"":""2"",""timing"":0.6414327621459961,""pictures"":[]}"
973d08a8-9487-45ea-af4a-93a613310be6,10124,14315,OneFileExercice,Un premier programme bis,1780052801,"using namespace std;
#include <iostream>

int main(void){
    int v1=2 ,
  float v2=3.5 ,
  bool v3 =true ,
  string v4 = test 
 

}",0,0,f48f7b4c-d913-47b5-b474-4c138ae76193,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected unqualified-id before \u2018float\u2019\n    8 |   float v2=3.5 ,\n      |   ^~~~~\n""}"
83b33caf-26a6-4622-a0eb-fa1f23ef4906,10231,4764,OneFileExercice,moyenne de trois nombre,1780052802,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    result = mean(a, b, c);
    return result;
    
}

void test_moyenne_trois_nombres(){
    result = moyenne_trois_nombre(1, 2, 3);
    cout << result << endl;
  
    
}",0,0,8f30ed06-2f90-4e9c-a0c1-00fb7c10ce73,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018float moyenne_trois_nombre(float, float, float)\u2019:\nmain.cpp:9:14: error: \u2018mean\u2019 was not declared in this scope\n    9 |     result = mean(a, b, c);\n      |              ^~~~\nmain.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:15:5: error: \u2018result\u2019 was not declared in this scope\n   15 |     result = moyenne_trois_nombre(1, 2, 3);\n      |     ^~~~~~\nmain.cpp:16:5: error: \u2018cout\u2019 was not declared in this scope\n   16 |     cout << result << endl;\n      |     ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:16:23: error: \u2018endl\u2019 was not declared in this scope\n   16 |     cout << result << endl;\n      |                       ^~~~\nmain.cpp:2:1: note: \u2018std::endl\u2019 is defined in header \u2018<ostream>\u2019; did you forget to \u2018#include <ostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <ostream>\n    2 | \n""}"
454cef6c-5229-4ea4-bb9a-bb79e354d39f,10124,14315,OneFileExercice,Un premier programme bis,1780052808,"using namespace std;
#include <iostream>

int main(void){
    int v1=2,
  float v2=3.5 ,
  bool v3 =true ,
  string v4 = test 
 

}",0,0,a9a34967-7707-479e-9de6-c5581c3c1f20,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected unqualified-id before \u2018float\u2019\n    8 |   float v2=3.5 ,\n      |   ^~~~~\n""}"
7355c1c3-85b2-45a0-aa14-67c52498f855,10231,4764,OneFileExercice,moyenne de trois nombre,1780052818,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    result = (a + b + c) / 3;
    return result;
    
}

void test_moyenne_trois_nombres(){
    result = moyenne_trois_nombre(1, 2, 3);
    cout << result << endl;
  
    
}",0,0,8a38bc93-bf52-41e1-a1e2-eb4b72f36d4f,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:15:5: error: \u2018result\u2019 was not declared in this scope\n   15 |     result = moyenne_trois_nombre(1, 2, 3);\n      |     ^~~~~~\nmain.cpp:16:5: error: \u2018cout\u2019 was not declared in this scope\n   16 |     cout << result << endl;\n      |     ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:16:23: error: \u2018endl\u2019 was not declared in this scope\n   16 |     cout << result << endl;\n      |                       ^~~~\nmain.cpp:2:1: note: \u2018std::endl\u2019 is defined in header \u2018<ostream>\u2019; did you forget to \u2018#include <ostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <ostream>\n    2 | \n""}"
c65399ae-1a23-4987-b866-894239072ee0,10658,14315,OneFileExercice,Un premier programme bis,1780052819,"using namespace std;
#include <iostream>

int main(void){
    int v1 = 2
  double v2 = 3.2
  bool v3 = true
  string v4 = ""test""
 

}",0,0,f3d32588-49b4-4f3e-9b93-be827e27b98c,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:8:3: error: expected \u2018,\u2019 or \u2018;\u2019 before \u2018double\u2019\n    8 |   double v2 = 3.2\n      |   ^~~~~~\n""}"
60774b5d-dad8-4381-a9ef-638fb9b80a89,10123,14315,OneFileExercice,Un premier programme bis,1780052821,"using namespace std;
#include <iostream>

int main(void){
  v1=2
  v2=3.2
  v4=""test""
 

}",0,0,46bde3c8-a0f7-42f1-a8df-7114940a56ee,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:3: error: \u2018v1\u2019 was not declared in this scope; did you mean \u2018y1\u2019?\n    7 |   v1=2\n      |   ^~\n      |   y1\n""}"
2bc6e43f-0e4e-4a05-a76f-5de52e8e7c29,10455,14315,OneFileExercice,Un premier programme bis,1780052836,"using namespace std;
#include <iostream>

int main(void){
   v1 = 2 ;
   v2 = 3.2 ;
   V3 = ""true"" ;
   V4 = ""test"" ; 
  cout <<v1<< """" <<v2<< """" <<v3<< """" <<v4<< ;
  
     
    
 

}",0,0,f05e9402-2f90-42e4-a51f-54800ff85a99,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:4: error: \u2018v1\u2019 was not declared in this scope; did you mean \u2018y1\u2019?\n    7 |    v1 = 2 ;\n      |    ^~\n      |    y1\nmain.cpp:8:4: error: \u2018v2\u2019 was not declared in this scope\n    8 |    v2 = 3.2 ;\n      |    ^~\nmain.cpp:9:4: error: \u2018V3\u2019 was not declared in this scope\n    9 |    V3 = \""true\"" ;\n      |    ^~\nmain.cpp:10:4: error: \u2018V4\u2019 was not declared in this scope\n   10 |    V4 = \""test\"" ;\n      |    ^~\nmain.cpp:11:30: error: \u2018v3\u2019 was not declared in this scope\n   11 |   cout <<v1<< \""\"" <<v2<< \""\"" <<v3<< \""\"" <<v4<< ;\n      |                              ^~\nmain.cpp:11:40: error: \u2018v4\u2019 was not declared in this scope\n   11 |   cout <<v1<< \""\"" <<v2<< \""\"" <<v3<< \""\"" <<v4<< ;\n      |                                        ^~\nmain.cpp:11:45: error: expected primary-expression before \u2018;\u2019 token\n   11 |   cout <<v1<< \""\"" <<v2<< \""\"" <<v3<< \""\"" <<v4<< ;\n      |                                             ^\n""}"
ffe0f7b3-0a44-4cdb-b8ed-89120c44c094,10658,14315,OneFileExercice,Un premier programme bis,1780052841,"using namespace std;
#include <iostream>

int main(void){
    int v1 = 2;
  double v2 = 3.2;
  bool v3 = true;
  string v4 = ""test"";
 

}",0.75,0,458e8a54-8561-4cab-bb87-80fa0d786e01,0,0,0,"{""tests"":[],""status"":0,""stdout"":"""",""timing"":0.5775706768035889,""pictures"":[]}"
ffe0f7b3-0a44-4cdb-b8ed-89120c44c094,10658,14315,OneFileExercice,Un premier programme bis,1780052841,"using namespace std;
#include <iostream>

int main(void){
    int v1 = 2;
  double v2 = 3.2;
  bool v3 = true;
  string v4 = ""test"";
 

}",0.75,0,30e06ccc-b485-41be-b3e6-e5d0c5b73d58,0.5,1,0,
ffe0f7b3-0a44-4cdb-b8ed-89120c44c094,10658,14315,OneFileExercice,Un premier programme bis,1780052841,"using namespace std;
#include <iostream>

int main(void){
    int v1 = 2;
  double v2 = 3.2;
  bool v3 = true;
  string v4 = ""test"";
 

}",0.75,0,81cbc7df-6e5e-457d-91ac-5fe7788979cd,0.75,1,0,
3fff3fc0-22ce-4367-805b-714180aa8709,10657,14315,OneFileExercice,Un premier programme bis,1780052844,"using namespace std;
#include <iostream>

int main(void){
  int v1 = 2;
  float v2 =3.2; bool v3 = true;
  string v4 = ""test"";
  cout<<v1;
  cout<<v2;
  cout<< v3;
  cout<<v4;


}",0,0,24b1aef2-a8e9-4195-be78-a9de5bf09c4d,0,0,0,"{""tests"":[],""status"":0,""stdout"":""23.21test"",""timing"":0.6089813709259033,""pictures"":[]}"
4f37dea5-973c-415e-9164-77feff0b9fe2,10231,4764,OneFileExercice,moyenne de trois nombre,1780052856,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    result = (a + b + c) / 3;
    return result;
    
}

void test_moyenne_trois_nombres(){
    float test_result;
    test_result = moyenne_trois_nombre(1, 2, 3);
    cout << test_result << endl;
  
    
}",0,0,b933938e-3d58-4911-9efe-e2a05ee00c54,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:17:5: error: \u2018cout\u2019 was not declared in this scope\n   17 |     cout << test_result << endl;\n      |     ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:17:28: error: \u2018endl\u2019 was not declared in this scope\n   17 |     cout << test_result << endl;\n      |                            ^~~~\nmain.cpp:2:1: note: \u2018std::endl\u2019 is defined in header \u2018<ostream>\u2019; did you forget to \u2018#include <ostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <ostream>\n    2 | \n""}"
631a0646-d538-4e0a-b759-20d4710456dd,10939,14315,OneFileExercice,Un premier programme bis,1780052858,"using namespace std;
#include <iostream>

int main(void){
 int v1=2;
  float v2=3.2;
  bool v3=true;
  char v4=""test"";
 cout << v1 <<endl;
  cout << v2 <<endl;
  cout << v3 <<endl;
  cout << v4 <<endl;

}",0,0,eac84d97-798c-43ca-8f8b-579043095b0a,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:10:11: error: invalid conversion from \u2018const char*\u2019 to \u2018char\u2019 [-fpermissive]\n   10 |   char v4=\""test\"";\n      |           ^~~~~~\n      |           |\n      |           const char*\n""}"
fd914932-6396-4d08-a169-254770ac4c38,10657,14315,OneFileExercice,Un premier programme bis,1780052878,"using namespace std;
#include <iostream>

int main(void){
  int v1 = 2;
  float v2 =3.2; bool v3 = true;
  string v4 = ""test"";
  cout<<v1 /n;
  cout<<v2 /n;
  cout<< v3 /n;
  cout<<v4 /n;

}",0,0,62cecb2d-7890-456e-a8dc-e3c1f5556a8d,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018int main()\u2019:\nmain.cpp:10:13: error: \u2018n\u2019 was not declared in this scope; did you mean \u2018yn\u2019?\n   10 |   cout<<v1 \/n;\n      |             ^\n      |             yn\n""}"
eb20e872-b6bf-4fa1-8c71-a8e410592c73,10231,4764,OneFileExercice,moyenne de trois nombre,1780052881,"using namespace std;
#include <stdio.h>

float moyenne_trois_nombre(float a, float b, float c){
    float result;
    //utiliser a, b, c et result uniquement
    result = (a + b + c) / 3;
    return result;
    
}

void test_moyenne_trois_nombres(){
    float test_result;
    test_result = moyenne_trois_nombre(1, 2, 3);
    std::cout << test_result << std::endl;
  
    
}",0,0,7e8bf723-3fbc-46a7-8dc9-e23e9c4b143c,0,0,0,"{""status"":1,""stderr"":""main.cpp: In function \u2018void test_moyenne_trois_nombres()\u2019:\nmain.cpp:17:10: error: \u2018cout\u2019 is not a member of \u2018std\u2019\n   17 |     std::cout << test_result << std::endl;\n      |          ^~~~\nmain.cpp:2:1: note: \u2018std::cout\u2019 is defined in header \u2018<iostream>\u2019; did you forget to \u2018#include <iostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <iostream>\n    2 | \nmain.cpp:17:38: error: \u2018endl\u2019 is not a member of \u2018std\u2019\n   17 |     std::cout << test_result << std::endl;\n      |                                      ^~~~\nmain.cpp:2:1: note: \u2018std::endl\u2019 is defined in header \u2018<ostream>\u2019; did you forget to \u2018#include <ostream>\u2019?\n    1 | #include \""utils.h\""\n  +++ |+#include <ostream>\n    2 | \n""}"
113ee26c-1eba-45bb-899e-ef12dd042425,10056,14315,OneFileExercice,Un premier programme bis,1780052884,"using namespace std;
#include <iostream>

int main(void){
  flaot v1 = 2 <<endl>>;
  flaot v2 = 3.2 << endl>>;
  bool v3 = 'true' << endl>>;
  bool v4 = 'tester' <<endl>>;
  
    
 

}",0,0,f370a6f2-4cf8-428b-8573-882a87860dde,0,0,0,"{""status"":1,""stderr"":""main.cpp:9:13: warning: multi-character character constant [-Wmultichar]\n    9 |   bool v3 = 'true' << endl>>;\n      |             ^~~~~~\nmain.cpp:10:13: warning: character constant too long for its type\n   10 |   bool v4 = 'tester' <<endl>>;\n      |             ^~~~~~~~\nmain.cpp: In function \u2018int main()\u2019:\nmain.cpp:7:3: error: \u2018flaot\u2019 was not declared in this scope; did you mean \u2018float\u2019?\n    7 |   flaot v1 = 2 <<endl>>;\n      |   ^~~~~\n      |   float\nmain.cpp:8:8: error: expected \u2018;\u2019 before \u2018v2\u2019\n    8 |   flaot v2 = 3.2 << endl>>;\n      |        ^~~\n      |        ;\nmain.cpp:9:20: error: invalid operands of types \u2018int\u2019 and \u2018<unresolved overloaded function type>\u2019 to binary \u2018operator<<\u2019\n    9 |   bool v3 = 'true' << endl>>;\n      |             ~~~~~~~^~~~~~~\nmain.cpp:9:29: error: expected primary-expression before \u2018;\u2019 token\n    9 |   bool v3 = 'true' << endl>>;\n      |                             ^\nmain.cpp:10:22: error: invalid operands of types \u2018int\u2019 and \u2018<unresolved overloaded function type>\u2019 to binary \u2018operator<<\u2019\n   10 |   bool v4 = 'tester' <<endl>>;\n      |             ~~~~~~~~~^~~~~~\nmain.cpp:10:30: error: expected primary-expression before \u2018;\u2019 token\n   10 |   bool v4 = 'tester' <<endl>>;\n      |                              ^\n""}"
